role,capture_metric,source_kind,source_path,record_type,record_index,core_id,subcore_id,subcore_type,category,metric,unit,raw_value,numeric_value,is_missing,context_json
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,2,,cube,subblock_detail_origin,Cube FP,3,31349.0,31349.0,false,"{""block_id"": ""2"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,2,,cube,subblock_detail,Cube INT,3,0.0,0.0,false,"{""block_id"": ""2"", ""block_type"": ""cube"", ""name"": ""Cube INT"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,2,,cube,subblock_detail_origin,Cube INT,3,0.0,0.0,false,"{""block_id"": ""2"", ""block_type"": ""cube"", ""name"": ""Cube INT"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,2,,cube,subblock_detail,Cube Wait,3,85.93206024169922,85.93206024169922,false,"{""block_id"": ""2"", ""block_type"": ""cube"", ""name"": ""Cube Wait"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,2,,cube,subblock_detail_origin,Cube Wait,3,42954.0,42954.0,false,"{""block_id"": ""2"", ""block_type"": ""cube"", ""name"": ""Cube Wait"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,3,,cube,subblock_detail,Cube All Active,3,62.806026458740234,62.806026458740234,false,"{""block_id"": ""3"", ""block_type"": ""cube"", ""name"": ""Cube All Active"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,3,,cube,subblock_detail_origin,Cube All Active,3,31349.0,31349.0,false,"{""block_id"": ""3"", ""block_type"": ""cube"", ""name"": ""Cube All Active"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,3,,cube,subblock_detail,Cube FP,3,62.806026458740234,62.806026458740234,false,"{""block_id"": ""3"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,3,,cube,subblock_detail_origin,Cube FP,3,31349.0,31349.0,false,"{""block_id"": ""3"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,3,,cube,subblock_detail,Cube INT,3,0.0,0.0,false,"{""block_id"": ""3"", ""block_type"": ""cube"", ""name"": ""Cube INT"", ""unit"": 3}"
